,recall_at_1,recall_at_2,recall_at_3,recall_at_4,recall_at_5,recall_at_10,recall_at_20,recall_at_50,recall_at_100,mean_rank,average_similarity,threshold
0,0.0270975511521101,0.04817342385649681,0.06081894785165787,0.08008831739425659,0.09554395824670792,0.1641910821199417,0.2655560076236725,0.47049376368522644,0.6770373582839966,134.56021118164062,0.9358775615692139,
1,0.0270975511521101,0.04817342385649681,0.06081894785165787,0.08008831739425659,0.09554395824670792,0.1641910821199417,0.2655560076236725,0.47049376368522644,0.6770373582839966,134.56021118164062,0.9358775615692139,0.8
2,0.0270975511521101,0.04817342385649681,0.06081894785165787,0.08008831739425659,0.09554395824670792,0.1641910821199417,0.2655560076236725,0.47049376368522644,0.6770373582839966,134.56021118164062,0.9358775615692139,0.8135714285714286
3,0.0270975511521101,0.04817342385649681,0.06081894785165787,0.08008831739425659,0.09554395824670792,0.1641910821199417,0.2655560076236725,0.47049376368522644,0.6768366098403931,134.56021118164062,0.9358775615692139,0.8271428571428572
4,0.0270975511521101,0.04817342385649681,0.06081894785165787,0.08008831739425659,0.09554395824670792,0.1641910821199417,0.2655560076236725,0.47049376368522644,0.6766358613967896,134.56021118164062,0.9358775615692139,0.8407142857142857
5,0.0270975511521101,0.04817342385649681,0.06081894785165787,0.08008831739425659,0.09554395824670792,0.1641910821199417,0.2655560076236725,0.4702930450439453,0.6760337352752686,134.56021118164062,0.9358775615692139,0.8542857142857143
6,0.0270975511521101,0.04817342385649681,0.06081894785165787,0.08008831739425659,0.09554395824670792,0.1641910821199417,0.2655560076236725,0.4694901704788208,0.6726214289665222,134.56021118164062,0.9358775615692139,0.8678571428571429
7,0.0270975511521101,0.04817342385649681,0.06081894785165787,0.08008831739425659,0.09554395824670792,0.1641910821199417,0.2655560076236725,0.4680851101875305,0.6690084338188171,134.56021118164062,0.9358775615692139,0.8814285714285715
8,0.0270975511521101,0.04817342385649681,0.06081894785165787,0.08008831739425659,0.09554395824670792,0.16399036347866058,0.2649538218975067,0.46607789397239685,0.6611802577972412,134.56021118164062,0.9358775615692139,0.895
9,0.0270975511521101,0.04817342385649681,0.06081894785165787,0.08008831739425659,0.09554395824670792,0.16399036347866058,0.2649538218975067,0.4616619944572449,0.6481332778930664,134.56021118164062,0.9358775615692139,0.9085714285714286
10,0.0270975511521101,0.047972701489925385,0.06061822548508644,0.07988759875297546,0.09514251351356506,0.1625853031873703,0.26073867082595825,0.4498193562030792,0.6212364435195923,134.56021118164062,0.9358775615692139,0.9221428571428572
11,0.0270975511521101,0.04777197912335396,0.060417503118515015,0.07908470183610916,0.09433962404727936,0.15997591614723206,0.2557205855846405,0.4311521351337433,0.5770775079727173,134.56021118164062,0.9358775615692139,0.9357142857142857
12,0.026896828785538673,0.04696908965706825,0.05941389128565788,0.07767964899539948,0.0923323929309845,0.15355278551578522,0.2412685602903366,0.39060619473457336,0.49458047747612,134.56021118164062,0.9358775615692139,0.9492857142857143
13,0.025893215090036392,0.044761139899492264,0.05640305206179619,0.07205941528081894,0.08450421690940857,0.13629063963890076,0.2045363336801529,0.31091931462287903,0.3647129535675049,134.56021118164062,0.9358775615692139,0.9628571428571429
14,0.02388598956167698,0.040345244109630585,0.04777197912335396,0.0580088309943676,0.06744279712438583,0.09875552356243134,0.13608992099761963,0.1832597404718399,0.19650742411613464,134.56021118164062,0.9358775615692139,0.9764285714285714
15,0.011441187933087349,0.01786431111395359,0.02167804166674614,0.0232838224619627,0.02549177035689354,0.031112004071474075,0.03633078932762146,0.03994379937648773,0.03994379937648773,134.56021118164062,0.9358775615692139,0.99
