,recall_at_1,recall_at_2,recall_at_3,recall_at_4,recall_at_5,recall_at_10,recall_at_20,recall_at_50,mean_rank,average_similarity,threshold
0,0.25999999046325684,0.35999998450279236,0.41999998688697815,0.5399999618530273,0.6200000047683716,0.7400000095367432,0.8999999761581421,1.0,7.440000057220459,0.5637432932853699,
1,0.25999999046325684,0.35999998450279236,0.3999999761581421,0.5199999809265137,0.5799999833106995,0.6399999856948853,0.6599999666213989,0.6599999666213989,7.440000057220459,0.5637432932853699,0.55
2,0.2199999988079071,0.3199999928474426,0.35999998450279236,0.47999998927116394,0.5399999618530273,0.5999999642372131,0.6200000047683716,0.6200000047683716,7.440000057220459,0.5637432932853699,0.5607142857142857
3,0.2199999988079071,0.3199999928474426,0.35999998450279236,0.47999998927116394,0.5399999618530273,0.5799999833106995,0.5999999642372131,0.5999999642372131,7.440000057220459,0.5637432932853699,0.5714285714285715
4,0.2199999988079071,0.3199999928474426,0.35999998450279236,0.4599999785423279,0.5199999809265137,0.5399999618530273,0.5600000023841858,0.5600000023841858,7.440000057220459,0.5637432932853699,0.5821428571428572
5,0.2199999988079071,0.3199999928474426,0.35999998450279236,0.4599999785423279,0.5199999809265137,0.5399999618530273,0.5600000023841858,0.5600000023841858,7.440000057220459,0.5637432932853699,0.5928571428571429
6,0.17999999225139618,0.2800000011920929,0.29999998211860657,0.3999999761581421,0.4599999785423279,0.47999998927116394,0.5,0.5,7.440000057220459,0.5637432932853699,0.6035714285714285
7,0.17999999225139618,0.2800000011920929,0.29999998211860657,0.3799999952316284,0.4399999976158142,0.4599999785423279,0.47999998927116394,0.47999998927116394,7.440000057220459,0.5637432932853699,0.6142857142857143
8,0.1599999964237213,0.25999999046325684,0.2800000011920929,0.35999998450279236,0.3999999761581421,0.41999998688697815,0.4399999976158142,0.4399999976158142,7.440000057220459,0.5637432932853699,0.625
9,0.14000000059604645,0.23999999463558197,0.25999999046325684,0.3400000035762787,0.35999998450279236,0.35999998450279236,0.35999998450279236,0.35999998450279236,7.440000057220459,0.5637432932853699,0.6357142857142857
10,0.09999999403953552,0.19999998807907104,0.2199999988079071,0.2800000011920929,0.2800000011920929,0.2800000011920929,0.2800000011920929,0.2800000011920929,7.440000057220459,0.5637432932853699,0.6464285714285714
11,0.09999999403953552,0.19999998807907104,0.19999998807907104,0.2199999988079071,0.2199999988079071,0.2199999988079071,0.2199999988079071,0.2199999988079071,7.440000057220459,0.5637432932853699,0.6571428571428571
12,0.07999999821186066,0.17999999225139618,0.17999999225139618,0.17999999225139618,0.17999999225139618,0.17999999225139618,0.17999999225139618,0.17999999225139618,7.440000057220459,0.5637432932853699,0.6678571428571428
13,0.07999999821186066,0.14000000059604645,0.14000000059604645,0.14000000059604645,0.14000000059604645,0.14000000059604645,0.14000000059604645,0.14000000059604645,7.440000057220459,0.5637432932853699,0.6785714285714286
14,0.07999999821186066,0.09999999403953552,0.09999999403953552,0.09999999403953552,0.09999999403953552,0.09999999403953552,0.09999999403953552,0.09999999403953552,7.440000057220459,0.5637432932853699,0.6892857142857143
15,0.07999999821186066,0.09999999403953552,0.09999999403953552,0.09999999403953552,0.09999999403953552,0.09999999403953552,0.09999999403953552,0.09999999403953552,7.440000057220459,0.5637432932853699,0.7
