,recall_at_1,recall_at_2,recall_at_3,recall_at_4,recall_at_5,recall_at_10,recall_at_20,recall_at_50,mean_rank,average_similarity,threshold
0,0.7960000038146973,0.9079999923706055,0.9319999694824219,0.9639999389648437,0.9800000190734863,1.0,1.0,1.0,1.4479999542236328,0.6431781053543091,
1,0.6719999313354492,0.7360000133514404,0.7440000057220459,0.7440000057220459,0.7440000057220459,0.7440000057220459,0.7440000057220459,0.7440000057220459,1.4479999542236328,0.6431781053543091,0.55
2,0.6519999504089355,0.715999984741211,0.7239999771118164,0.7239999771118164,0.7239999771118164,0.7239999771118164,0.7239999771118164,0.7239999771118164,1.4479999542236328,0.6431781053543091,0.5607142857142857
3,0.6399999618530273,0.7039999961853027,0.7119999885559082,0.7119999885559082,0.7119999885559082,0.7119999885559082,0.7119999885559082,0.7119999885559082,1.4479999542236328,0.6431781053543091,0.5714285714285715
4,0.6239999771118164,0.687999963760376,0.6959999561309814,0.6959999561309814,0.6959999561309814,0.6959999561309814,0.6959999561309814,0.6959999561309814,1.4479999542236328,0.6431781053543091,0.5821428571428572
5,0.6079999923706054,0.6639999389648438,0.6719999313354492,0.6719999313354492,0.6719999313354492,0.6719999313354492,0.6719999313354492,0.6719999313354492,1.4479999542236328,0.6431781053543091,0.5928571428571429
6,0.5839999675750732,0.6319999694824219,0.6399999618530273,0.6399999618530273,0.6399999618530273,0.6399999618530273,0.6399999618530273,0.6399999618530273,1.4479999542236328,0.6431781053543091,0.6035714285714285
7,0.5639999866485595,0.6079999446868897,0.6159999370574951,0.6159999370574951,0.6159999370574951,0.6159999370574951,0.6159999370574951,0.6159999370574951,1.4479999542236328,0.6431781053543091,0.6142857142857143
8,0.5519999980926513,0.5959999561309814,0.5999999523162842,0.5999999523162842,0.5999999523162842,0.5999999523162842,0.5999999523162842,0.5999999523162842,1.4479999542236328,0.6431781053543091,0.625
9,0.5279999732971191,0.571999979019165,0.5759999752044678,0.5759999752044678,0.5759999752044678,0.5759999752044678,0.5759999752044678,0.5759999752044678,1.4479999542236328,0.6431781053543091,0.6357142857142857
10,0.5039999961853028,0.5480000019073487,0.5480000019073487,0.5480000019073487,0.5480000019073487,0.5480000019073487,0.5480000019073487,0.5480000019073487,1.4479999542236328,0.6431781053543091,0.6464285714285714
11,0.48400001525878905,0.5239999771118165,0.5239999771118165,0.5239999771118165,0.5239999771118165,0.5239999771118165,0.5239999771118165,0.5239999771118165,1.4479999542236328,0.6431781053543091,0.6571428571428571
12,0.45199995040893554,0.48400001525878905,0.48400001525878905,0.48400001525878905,0.48400001525878905,0.48400001525878905,0.48400001525878905,0.48400001525878905,1.4479999542236328,0.6431781053543091,0.6678571428571428
13,0.4159999847412109,0.4439999580383301,0.4439999580383301,0.4439999580383301,0.4439999580383301,0.4439999580383301,0.4439999580383301,0.4439999580383301,1.4479999542236328,0.6431781053543091,0.6785714285714286
14,0.38399999141693114,0.40399999618530275,0.40399999618530275,0.40399999618530275,0.40399999618530275,0.40399999618530275,0.40399999618530275,0.40399999618530275,1.4479999542236328,0.6431781053543091,0.6892857142857143
15,0.35199997425079343,0.3679999828338623,0.3679999828338623,0.3679999828338623,0.3679999828338623,0.3679999828338623,0.3679999828338623,0.3679999828338623,1.4479999542236328,0.6431781053543091,0.7
