,recall_at_1,recall_at_2,recall_at_3,recall_at_4,recall_at_5,recall_at_10,recall_at_20,recall_at_50,mean_rank,average_similarity,threshold
0,0.29999998211860657,0.41999998688697815,0.47999998927116394,0.5799999833106995,0.6599999666213989,0.85999995470047,0.8999999761581421,1.0,6.639999866485596,0.5808423757553101,
1,0.25999999046325684,0.35999998450279236,0.3999999761581421,0.5,0.5799999833106995,0.6399999856948853,0.6399999856948853,0.6399999856948853,6.639999866485596,0.5808423757553101,0.55
2,0.25999999046325684,0.35999998450279236,0.3999999761581421,0.5,0.5799999833106995,0.6399999856948853,0.6399999856948853,0.6399999856948853,6.639999866485596,0.5808423757553101,0.5607142857142857
3,0.25999999046325684,0.35999998450279236,0.3999999761581421,0.5,0.5799999833106995,0.6399999856948853,0.6399999856948853,0.6399999856948853,6.639999866485596,0.5808423757553101,0.5714285714285715
4,0.23999999463558197,0.3199999928474426,0.35999998450279236,0.4399999976158142,0.5,0.5399999618530273,0.5399999618530273,0.5399999618530273,6.639999866485596,0.5808423757553101,0.5821428571428572
5,0.23999999463558197,0.3199999928474426,0.35999998450279236,0.4399999976158142,0.5,0.5399999618530273,0.5399999618530273,0.5399999618530273,6.639999866485596,0.5808423757553101,0.5928571428571429
6,0.23999999463558197,0.3199999928474426,0.35999998450279236,0.4399999976158142,0.47999998927116394,0.5,0.5,0.5,6.639999866485596,0.5808423757553101,0.6035714285714285
7,0.23999999463558197,0.3199999928474426,0.35999998450279236,0.4399999976158142,0.47999998927116394,0.5,0.5,0.5,6.639999866485596,0.5808423757553101,0.6142857142857143
8,0.2199999988079071,0.2800000011920929,0.3199999928474426,0.3799999952316284,0.41999998688697815,0.41999998688697815,0.41999998688697815,0.41999998688697815,6.639999866485596,0.5808423757553101,0.625
9,0.2199999988079071,0.2800000011920929,0.29999998211860657,0.35999998450279236,0.3799999952316284,0.3799999952316284,0.3799999952316284,0.3799999952316284,6.639999866485596,0.5808423757553101,0.6357142857142857
10,0.2199999988079071,0.25999999046325684,0.2800000011920929,0.3199999928474426,0.3400000035762787,0.3400000035762787,0.3400000035762787,0.3400000035762787,6.639999866485596,0.5808423757553101,0.6464285714285714
11,0.2199999988079071,0.25999999046325684,0.2800000011920929,0.29999998211860657,0.29999998211860657,0.29999998211860657,0.29999998211860657,0.29999998211860657,6.639999866485596,0.5808423757553101,0.6571428571428571
12,0.2199999988079071,0.25999999046325684,0.2800000011920929,0.29999998211860657,0.29999998211860657,0.29999998211860657,0.29999998211860657,0.29999998211860657,6.639999866485596,0.5808423757553101,0.6678571428571428
13,0.17999999225139618,0.2199999988079071,0.23999999463558197,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684,6.639999866485596,0.5808423757553101,0.6785714285714286
14,0.1599999964237213,0.17999999225139618,0.17999999225139618,0.19999998807907104,0.19999998807907104,0.19999998807907104,0.19999998807907104,0.19999998807907104,6.639999866485596,0.5808423757553101,0.6892857142857143
15,0.1599999964237213,0.1599999964237213,0.1599999964237213,0.17999999225139618,0.17999999225139618,0.17999999225139618,0.17999999225139618,0.17999999225139618,6.639999866485596,0.5808423757553101,0.7
